label	text
36563	 она изменяться лицо пошевельнуть губа как будто она 
36563	 сажать княжна карета быстро прижимать маленький ручка губа свой 
36563	 она подымать томный глубокий взор покачать голова губа хотеть проговаривать что-то 
36563	 все вставать отец начинать было представление гость вдруг останавливаться поспешно закусывать себя губа 
36563	 петр поцаловать она губа взять ибрагим рука 
36563	 корсаков смотреть сей затейливый препровождение время таращить глаз кусать себя губа 
36563	 татьяна афанасьевна беспокойство взглядывать брат который побледнеть закусывать губа молча выходить светлица 
36563	 твой пылкий задумчивый подозрительный характер твой сплющивать нос вздутый губа этот шершавый шерсть бросаться 
36563	 лиза лиза стоять потуплять взор огненный щека трепетать сердце мочь отнимать рука мочь отворачиваться когда приближаться она розовый губа свой 
36563	 вышивать сказка посмотреть как мальчик сцеплять рука как поджинать губа 
36563	 почти мочь говорить это читаться губа 
36563	 дверь стоять вика испуганный глаз трястись губа лидушка убивать 
36563	 отряхивать рука гордый хозяйский улыбка губа они предъявлять катя чудный почти 
36563	 лида молча стоять губа только сжинать глаз сверкать 
36563	 она предполагаться использовать безледовый период юго-восточный часть печорский море карский море полуостров ямал обский тазовский губа 
36563	 боковой зрение капитон считывать ухмылка губа свой сопроводительница 
36563	 садиться рядом она одномоментный обнимать она сила губа атаковать она 
36563	 нет ничто просто тут гололед гололедица благодарно кивать коллега растяжка губа под улыбка выражать ока 
36563	 она приподымать бровь вытягивать свой тонкий без длинный шея приоткрывать рот делать трубочка губа словно помогать предпринимать последний 
36563	 всего лишь отвергать она поцелуй когда она обволакивать лифт все вместе губа 
36563	 старушка только голова заматывать палец губа 
36563	 дездемона серебристый маска загнанный выражение отчаянный зеленый глаз невидящий смотреть перед себя торопливый губа неразборчиво шум толпа что-то 
36563	 сигарета крепко сидеть между крупный палец тот дело отправляться брезгливый надуваться красный губа 
36563	 хотеть повышать голос уже догадываться что война вроде тот театр большой пошлость тихо один губа сказать ура 
36563	 муж эстер быстро целиться выпускать весь пистолетный заряд оставлять себя последний жать еще спусковой издавать губа 
36563	 теперь прораб улыбаться так счастливо будто желать жизнь единственно разбирать каждый рожать тонкий губа слово 
36563	 этот дерево повторять губа тихо прежний прораб ухватывать 
36563	 она поймать свой отражение окно приближаться блеклый губа подкрашивать светлый ресница подводить она 
36563	 она выскальзывать окружение поблуждать наткнуться горизонтальный плоскость заставлять питьевой стекло отпечаток губа увидеть предназначать для зажигание свеча 
36563	 ирландец словно что-то кричать голос срываться смысл фраза можно догадываться только губа 
36563	 коридор бегать полный одевать яркий женщина напряженный нитка губа спрашивать что делать 
36563	 тогда она упрямо сжимать губа звать портниха модистка 
36563	 королева бабка лишь разок соизволять взглядывать внучка поджимать губа процеживать сквозь они слово как 
36563	 почему столько раз тсс крестный прикладывать палец губа подумать прежде чем спрашивать 
36563	 это что один губа спрашивать дзюба она хотеть перевести 
36563	 антон внимательно смотреть участковый некоторый движение глаз губа понимать что тот хотеть что-то 
36563	 вот уже двадцать год мысленно повторять она складывать рука замок кодор смотреть тревожно узнавать горький складка угол губа 
36563	 кодор подымать глаз они печаль надежда лореас скорбно складывать губа душа нет 
36563	 закусывать губа кодор смотреть она 
36563	 девочка нужный мать соглашаться кодор лореас кусать губа мочь сделать плохой 
36563	 угол губа лореас вздрагивать она отрывать 
36563	 думать дочь она слегка прикусывать губа размышлять несколько мгновение 
36563	 вежливость все еще пересиливать геллена один губа произносить 
36563	 черный дыра земля приближаться дашин живот несколько секунда набухать опять она закусывать губа испуг она все еще 
36563	 потом она разлеплять сухой губа сказать 
36563	 она айя получаться главное вскрывать как консервный банка извлекать ответ весь категорический вопрос который задавать как уметь упирать неумолимый взгляд сердцевина его губа 
36563	 залечивать все можно только прикосновение губа только осторожный пунктир диковато пугливый 
36563	 она так порочно жалостно отвисать нижний губа тогда она просто копия 
36563	 что собственно она умение читать губа стоп 
36563	 иногда как говорить тот кто решаться посмотреть лицо оставаться живой губа бхед изгибаться едва заметный 
36563	 вдруг она прижимать свой губа мой 
36563	 улыбаться по-детски беззубый касаться губа она 
36563	 тот так сквозь растягивать губа пропеть манюэль 
36563	 губа десна как говориться свадьба 
36563	 губа она разумеется закусывать чтобы 
36563	 глаз лис возбужденно гореть розовый язычок дело облизывать пересыхать губа оставаться свободный пара сосец 
36563	 ошарашивать пашка вернуться кровать растерянно моргать губа предательски дрожать как так 
36563	 девочка задышать сильно губа задрожать она словно хотеть что-то 
36563	 она напугать явно волноваться молчать поджимать губа 
36563	 входить внутрь вести под рука черноволосый женщина губа такой яркий что они казаться 
36563	 заезживать насмерть дворник мечтательный пожевать губа или вот цыган 
36563	 опускаться заостряться нос упасть угол губа ольга смотреть зеркало опять 
36563	 чувство что надвигаться настоящий катастрофа несопоставимый супружеский неверность стыть кровь неметь губа 
36563	 обиженный ватсон уезжать свой невеста мэри такси холмс оставаться разбивать губа тротуар медленно брести 
36563	 отпускать тоска уже один обнаруживать вдруг свой тело рука губа обнаруживать окно небо 
36563	 когда весь это видеть понимать что народ это просто шаталов плотно сжимать губа василий анатольевич просить 
36563	 только успевать это показываться глубина зеркало увидеть лицо женщина красивый оно неудержимо приближаться навстречу становиться четко ясно уже видеть огромный неподвижный добрый глаз пышный распускать волос прекрасно очерчивать губа 
36563	 скоро почувствовать чем понимать движение губа еще встречаться 
36563	 сквозь щель видеть как медленно глупеть рябой гришин физиономия нижний губа оттопыриваться пронзительно заверещать поросенок примус 
36563	 выпуклый карий глаз губа окрашивать ярко алый девочка идти 
36563	 идти болтать симпатичный толстушка она хохотать она перманент выбиваться из-под платок цвет который помнить губа ярко накрасить солнечный 
36563	 сетка губа старик двигаться как живой 
36563	 ябто чувствовать это блаженно подолгу облизывать жирный губа 
36563	 начинать медленно приподниматься дрожать как мочь вытягивать губа 
36563	 губа казаться жить свой отдельный жизнь 
32217	 земфира марик рождаться синий губа чувствовать 
36563	 юлька понимать весь время кивать губа целовать вообще чисто конкретно 
36563	 красавица пухлый губа она присваивать себя маскулинный 
36563	 иногда казаться что она быть точь-в-точь похожий наш начальница тот длинный пепельный мой чуть темно волос наращивать сказать она фантазия хватать представлять как это приклеивать волос волос тот немного удлиненный породистый нос горбинка чуть раскосый лазуритовый глаз пиритовый искра чувственный губа застыть полуулыбка 
36563	 глаз серый запрятывать глубина свет как прозрачный обсидиан губа никакой заранее придумывать улыбка они 
36563	 ответ она присылать рожица алый отпечаток губа щека поцелуй 
36563	 пока произносить этот горячий тирада геннадий успевать доедать стейк картофельный пюре тщательно вытирать губа салфетка 
36563	 опухать глаз скорбно опускать уголок губа испортить 
36563	 эля выходить они навстречу уже сменить домашний рабочий костюм вполне цивильный одежда тут прикладывать палец губа 
36563	 действительно нагрудник по-другому называть это пересыхать губа выдавливать дзюба так оно 
36563	 все какой-то мгновение притихать людмила приниматься смачивать губа марлечка наматывать ложка 
36563	 значит вечер приходить маринка она говорить начинать свой рассказ брать пятиминутный пауза этот пауза громко чмокать губа 
36563	 худой долговязый застывший лицо очень толстый выворачивать губа 
36563	 марфа потупляться прятать глаз неяркий свет свеча выхватывать сумрак пухлый губа раскраснеться лицо 
36563	 когда через полчаса кабинет входить помощник жокей докладывать что звонить просить встреча заместитель руководитель администрация гуманитарный вопрос заяц президент прикусывать нижний губа сказать раздраженно 
36563	 шатер спешно входить низко поклониться дьяк иван висковатый невысокий толстяк нездоровый одышка пухлый губа глубокий глаз 
36563	 успевать выпивать весь жидкость локи отрывать флакон мой губа когда оставаться еще 
36563	 дернуться прикосновение губа как удар ток 
36563	 открывать дверь увидеть она даже прикусывать губа так она быть хороший 
36563	 она повертываться губа накрывать мой рот 
36563	 она склоняться звучно поцеловать губа 
36563	 хватить дух продолжать вместо это проводить палец губа 
36563	 только естественник всякий математик биолог физик химик гуманитарий поджимать губа хороший случай отводить 
36563	 жмуриться весело неожиданно делать губа громкий так 
36563	 дядь саша прожевывать облизывать губа отирать думать что-то 
36563	 лоб наморщивать дураковатый губа зачем-то выпячивать наконец совсем 
36563	 тихий сминать толстый губа заблестеть глаз прилив злость 
36563	 замерзать они васька как дитя малый она опять скукожил судорога губа вставать едва уронить 
36563	 глаз набухать слеза подбородок сморщиваться задрожать губа лицо вытягиваться они 
36563	 суровый плотно сжатый губа маршал как говорить гневный 
36563	 тут вдруг вспомнить лицо забывать миля даже голос вспомнить прикосновение тело давний прикосновение темный школьный раздевалка душный угол между чужой пальто куртка она мягкий гладкий тело трепетать под мой дрожать палец расстегнуть кофточка упоительный сладкий вкус губа 
36563	 такой губа как мой мама нет 
36563	 мама волшебный платье губа накрасить она пахнуть духи 
36563	 пожимать рука следом повиноваться какой-то инстинкт подносить губа 
36563	 когда смущенный свой порыв отнимать рука губа посмотреть она искоса 
36563	 сигарета между темный длинный ноготь она кончик палец всегда сигарета держать густой губа пришивать выбеливать вспышка лицо 
36563	 губа она сквозь смываться помада синеть 
36563	 язвить что если это силикон тот который кремний тот который наращивать губа бюст 
36563	 вика стоять перед зеркало застегиваться весь пуговица красить губа белый помада 
36563	 отвечать вновь приниматься целоваться наутро болеть губа часто обжиматься она 
36563	 слеза ручей литься глаз губа шептать молитва 
36563	 ближний восток все происходить быстро без полутон природа следовать здесь американский вежливость палач перед как пристегнуть ремень электрический стул или захлопывать дверь газовый камера раздвигать губа улыбка говорить 
36563	 часто останавливаться вытирать тыльный сторона рука пот лоб подносить пересыхать губа кожаный мех теплый жидкость 
36563	 насыщаться вставать быстро утирать губа посмотреть прямо глаз петр 
36563	 нищий трясти лохмотья труд опираться палка приковылять уставляться иешуа свой слезиться глаз чмокать губа соображать можно 
36563	 видеть склонять голова кудри развиваться плечо она бежать вспыхивать тень ветер гулять вершина кажется улыбка лежать губа 
36563	 дело что при улыбка появляться мимический морщинка область губа глаз 
36563	 поддаваться ранний гиперсексуальность она приближать губа накрасить помада для кукла 
36563	 карина утро вечер как заводить кружиться крохотный зал выпускать она под колесо автобус фелип называть землетрясение лихо отплясывать ламбада конго подкладывать под платьице тряпье делать себя грудки как танцовщица знаменитый местный мюзикл красить губа уворовывать бабка помада 
36563	 запах еда приходить дочь толстоногий рослый девушка год шестнадцать семнадцать крашеный черный волос весь лицо пирсинг губа нос бровь шея татуировка 
36563	 сон прижимать губа твой прежний рука дышать 
36563	 потом уже другой мальчик совсем другой эпоха повторять блоковский стихотворение ведать что повторять выходить веранда подмосковный дача собираться электричка наклоняться сидеть кресло человек куда как старый пытаться вытягивать чужой рука вверх именно опускать голова как полагать мужской древний смирение уверенность прикасаться губа тыльный сторона ладонь сидеть 
36563	 входить топтаться порог прикладывать палец губа шептать кто-то через плечо что 
36563	 что-то пролистывать быстро некоторый лист останавливаться читать они словно раздумье шевелить губа иногда отрываться лист 
36563	 поочередно прикладывать язва устина прикусывать губа потерпеть пожалуйста 
36563	 самый любопытный что изначально медуза острый как кинжал клык губа красный как кровь 
36563	 обидно говорить валя поджинать губа выходить что заслуживать 
36563	 разве отстойный развращать малолетний верноподданный приучать ханжество лицемерие ребенок который свое молоко губа еще 
36563	 тетя сима взглядывать исподлобья подносить свой кружка губа перед как выпивать 
36563	 вздыхать переводить взгляд свой сосед оказываться весь этот время разглядывать мой коленка меньший интерес быстро одергивать юбка строго смотреть мама оставаться довольный обыкновенный лицо узкий губа смеяться глаз худоба темно-русый волос 
36563	 простой слово слетать губа как пушинка одуванчик один только 
36563	 что касаться это так себя представлять губа кармин маленький сумочка узкий платье 
36563	 правда наш тетушка управдом губа раскатать домогаться членский взнос вчера 
36563	 симпатичный девчонка веселый глаз темно красный губа как орли только славянка 
36563	 глеб видеть темный глаз дрожать искра стробоскоп темный кудри темный губа 
36563	 глеб вспомнить лицо орли нервный еврейски чувственный глаз мягко нагловатый смеяться она черный красный губа орли сочетаться слава 
36563	 даже дарья губа стакан обмакивать что 
36563	 точеный профиль чистый матовый кожа без единый морщинка замысловатый очерк губа что придумывать пять иванов 
36563	 прощаться прихожая виктор михайлович привлекать надя себя страстно целовать соленый слеза глаз щека губа шея уже представлять весь 
36563	 повертываться она поглядеть светло карий глубоко посадить глаз небольшой зоркий веселый крупный широкий нос горбинка аккуратно вылепливать губа 
36563	 родственница приближаться тетя давать она вставать обнимать плечо дышать водка вдруг прошептать влажно почти касаться губа ухо везти девка 
36563	 возле самый лаз два раздвигать черный металлический прут ланин останавливать она тихо повертывать себя целовать губа 
36563	 этот блеск повторяться глаз губа девушка 
36563	 теперь когда перебирать память друг знакомый казаться что все они только двигубский никогда есть кухня даже завтракать столовая уверять который следовательно поэзия пресловутый московский кухня оставаться столь чуждый сколь поэзия дача забор сарай очень большой светлый двор небо верхушка тополь немой выходить комната где стоять узкий красный дерево буфет парадный посуда стена лицо который обычно сидеть висеть два для незабвенный для двигубский как впоследствии выясняться незабвенный тоже портрет мальчик девочка работа утверждать елена сергеевна отвечать мой вопрос безымянный крепостной мастер начало век написать этот два восемь или девятилетний ребенок брат сестра надо думать большог далекий парк распахнуть окно причем отдаленный семейный сходство этот так оставаться для безымянный мальчик более этот девочка комический наш теперешний взгляд бахромчатый панталоны прелестный еще детский уголок губа улыбка стоять опираться пухловатый рука 
36563	 площадь стучать свой вечный ботинок вечный все стерпеть трибуна они все идти все идти все говорить говорить никак мочь наговориться бабаев все твердить шоколадный губа что надо надо строить 
36563	 вспомнить конечно как сейчас вспоминать немногие конец следовательно съедать забвение эпизод виковый разгульный эпоха ужасный бессонный ночь шальной квартира пустой грязный одновременно матрас пол выставка бутылка голый стена новостройка где-то самотека где вик ночевать однажды как раз целиком полностью весь имя слово глаз губа съедать забвение девка ночь начинаться 
36563	 ношение запрещать поэтому часть лицо над верхний губа тщательно выбриваться 
36563	 дверь лифт распахиваться оттуда прямо она переть осанистый девица модельный рост невидящий карий взгляд капелька пот высокий лоб над узкий верхний губа 
36563	 цыпочки она идти прихожая хмуро кивать голова прибывать высвобождать левый рука прикладывать палец губа тихо 
36563	 высокий лоб чуть укорачивать недлинный черная челка карий острый глазок поставлять домик из-за тонкий верхний губа расстояние между нос рот 
36563	 анжела все еще колебаться задрожать губа сам рассказывать про ника 
36563	 такой даже подозревать смешно слабак губа дрожать глаз бегать хватать 
36563	 петь губа сладкий мелодия как камертон 
36563	 длинный волос под битловый спадать узкий плечо верхний губа украшать тонкий усик весь это 
36563	 поджимать губа оглядывать маленький пятачок импровизированный сцена 
36563	 идти дурашка бормотать она раздеваться закрывать губа ладонь отворачивать лицо заслоняться 
36563	 глаз случаться что-то такой песчаный ящерица губа поджиматься навсегда 
36563	 этот губа оперный прикладываться щека французский 
36563	 никто папашин ребенок сводный сестра брат кроме младенец посапывать торба грудь нынешний папашин жена алешина ровесница аспирантка кусать губа чуть поодаль алеша увидеть 
36563	 любить всхлипывать хелена тыкаться рона губа куда-то ухо 
36563	 опрашивать человек кто видеться последний месяц замечать что-то новый движение глаз губа замечать тень упасть лицо 
36563	 остановка возле больница ждать маршрутка низенький чуть скособочить старушка шапочка седой волос неумеренный накрасить губа одеваться она по-домашнему теплый кофта 
36563	 прихватывать верхний нижний губа пошмыгать нос как жить надо 
36563	 глаз улыбаться отдельно губа словно покрывать заклеивать липкий 
36563	 хозяйка подниматься двинуться она губа она начинать загружаться улыбка тридцать 
36563	 весь они вид приличный поджимать губа ольга петровна 
36563	 валентина накрасить губа выглядеть очень даже ничто 
36563	 ольга петровна поджимать губа доставать бутылка наливать 
36563	 она тоже подолгу простаивать перед зеркало разглядывать свой нос губа бровь разрез глаз 
36563	 теперь вроде как сирота поджинать губа собираться заплакать сказать тетя рая 
36563	 целовать она размалевывать щека опухать глаз нарисовать губа 
36563	 как будто кто-то она шевелить губа говорить 
36563	 мать подлетать она размах ударять губа 
36563	 когда ольга поступать училище назло сестра преподаватель наташа вместо поздравление скривить губа 
36563	 губа как мама куриный попка 
36563	 ольга держать дочка пихать она ротик опускать уголок губа грудь 
36563	 сосед усердие закусывать губа долбить клавиша один палец 
36563	 элли смотреть глаз она еще растворять слезный пленка печаль красивый губа уже растягиваться даже 
36563	 металл она щека кожа тонкий губа иметь прохладный оттенок возможно 
36563	 потому мало все хотеться контакт глаз рука губа 
36563	 каждый утро вновь видеть изменяться черта кон сдерживать дрожь подбородок тянуться губа она гладкий лоб 
36563	 кон рассевать посмотреть сквозь раздвигать уголок сухой губа чтобы косноязычный отвечать 
36563	 мимо едва вдавливать стена проходить туалет громадный коштыр соседний купе трусы майка подергать ручка дверь запирать побрести назад сонно шевелить ход губа как огромный глубоководный рыбина заслонять 
36563	 ночь твой волос губа рука твой ночь 
36563	 она быть толстый ноздря делать красивый лицо явно азиатский полный губа когда полагать сумка она 
36563	 ночь твой волос губа рука твой ночь 
36563	 вот она сидеть перед глядеть свой удлинять глаз сквозь олег аккуратно отпивать бокал вино почти такой темный цвет как губа обдуманно отвечать вопрос 
36563	 вино заканчиваться динара промокнуть салфетка губа сказать что она пора 
36563	 пора ловить себя изучать взгляд исподлобья покусывать губа она делать вывод который 
36563	 частность чередование гласный согласный который образовывать слог человеческий речь очень похожий движение лежать основа чмоканье губа 
32217	 дубас николай дмитриевич рождаться кашин тверская губа 
36563	 когда дядя гафур спрашивать какой хотеть подарок губа невольно произносить барабан 
36563	 опускаться колено жадность припадать вода рот пить как зверек водопой перерыв отрывать губа вода чтобы переводить дыхание 
36563	 это эксперт говорить тот что побелеть губа 
36563	 так бог маис изображать здешний фреска словно списывать один знаменитый ольмекский голова тот огромный губа плоский нос 
36563	 она мочить губа болотный вода есть редкий 
36563	 вожак видеть этот надежда лицо шевеление губа ибо знать война как старик 
36563	 мэбэт внимательно осматривать трехгранный черный наконечник затем немного подержать над огонь доставать нож что-то соскабливать железо осторожно приподымать голова жена подносить нож губа 
36563	 открывать глаз ядн касаться губа лезвие лишаться чувство 
36563	 губа она дрожать слеза катиться 
36563	 голубой глаз смотреть кротко серьезно новый складка верхний губа делать лицо печальный почти скорбный 
36563	 иисус верить фарх огорчаться поджимать губа этот выдумка 
36563	 убегать вроде спешить куда-то только губа мочить для вид или брезговать 
36563	 шабанов чувствовать как бегать круг нежный язычок ходить вверх-вниз мягкий губа 
36563	 правда такой вода бывать она дрогнуть уголок губа 
36563	 нога трусливо дрожать норовить срываться мир приходиться больно укусить губа чтобы отвлекаться 
36563	 ранетка уже вовсю дразнить она казаться прохладный кожица можно дотягиваться губа получаться 
36563	 если притрагиваться кожа сейчас можно воображать что она наконец растягиваться становиться гладкий чистый губа точно созревать порозоветь 
36563	 это мир становиться спорить потому что зима так случаться лисия внезапно схватываться грудь начинать задыхаться губа она совсем посинеть хотя 
36563	 обветренный скула рыжий летний конопатость густой загар курортный деревенский делать она простушка однако сквозь крестьянка просвечивать барышня египетский разрез глаз нежный овал лицо такой изгиб губа потрескаться жара словно этот 
36563	 валерий откладывать свой курица вытаскивать пачка салфетка тщательно промокнуть губа будто готовить они для речь 
36563	 здесь святой христофор напоминать кирилл валерий задумываться покусывать губа фантом должный повторять какой-то реальный 
36563	 кирилл думать что лиза такой мягкий губа такой тяжелый волос 
36563	 пухлый зацеловывать губа лиза произносить кирюша как ответный 
36563	 кирилл рассматривать какой она короткий пушистый ресница чуть вздернутый нос пухлый губа 
36563	 обхватить лиза становиться целовать она губа глаз волос 
36563	 шагнуть хлоя решительно она обнимать поцеловать сначала щека потом верхний губа 
36563	 тут действовать запах прикосновение вкус чужой губа звук слово вызывать 
36563	 когда лицо грым оказываться рядом трубка прокуратор подносить губа кулак сильно 
36563	 кай шлепнуть свой влажный губа нос 
36563	 все человек облизывать губа вообще-то это религиозный вопрос сказать 
36563	 она действительно делать ничто особенный нежный прикосновение палец губа касание тело легкое укус 
36563	 спрашивать тсс хлоя прикладывать палец губа там засада 
36563	 мочь конечно один поворот кручина уничтожать она власть надо вместе виртуальный пыточный инструмент исчезать самый сладкий карбогидратный выпечка который касаться жизнь мой губа 
36563	 что отдавать себя отчет быстро поцеловать верочка потный пахнуть трава чуть липкий щека она чуть кивнуть голова навстречу итог получаться почти что губа 
36563	 дездемона серебристый маска загнанный выражение отчаянный зеленый глаз невидящий смотреть перед себя торопливый губа неразборчиво шум толпа что-то 
36563	 тот торчать пасть как подобранный чинарик висеть губа шпана 
36563	 задремать как это часто случаться середина день просыпаться оттого что шерлок стоять над упирать передний лапа грудь деятельно пытаться вставлять приоткрывать губа свой любимый сигара 
36563	 это профиль актер жерар депардие мощный шея сложносоставной нос мясистый кончик твердый губа выдающийся подбородок 
36563	 когда мой сестра читать она пока еще водить иногда палец строка пора шевелить губа 
36563	 бабушка посмотреть пожевать губа потом мотнуть голова 
36563	 начинаться всякий ахи охи расспрос соседка становиться переглядываться значение поджимать губа или даже пытаться зайти 
36563	 тетка люба женщина цепкий взгляд тонкий крепко сжатый губа длинный нос проходиться 
36563	 юшка человек понятливый даром что болтушка она разлеплять губа шепнуть через пять минута 
36563	 она почему-то замолчать печение много есть рука держать странно смотреть только губа она дрожать потом она 
36563	 сразу вихорь она прикасаться губа лоб гуля ставить она 
36563	 тсс мой муж прикладывать палец губа понимать 
